Name,Fantasy,NameASCII,PlayerId,MLBAMID
Royce Lewis,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23796"">Free Agent</a>",Royce Lewis,20437,668904
Miguel Rojas,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=4475"">Free Agent</a>",Miguel Rojas,7802,500743
Nolan Arenado,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=12379"">Hit the Kw</a>",Nolan Arenado,9777,571448
Nick Gonzales,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38314"">H-Town Ram</a>",Nick Gonzales,27490,693304
Joc Pederson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=14895"">NTX Gambit</a>",Joc Pederson,11899,592626
J.P. Crawford,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18272"">Smoking He</a>",J.P. Crawford,15491,641487
Jazz Chisholm Jr.,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23762"">Mirkwood S</a>",Jazz Chisholm Jr.,20454,665862
Trevor Story,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18153"">H-Town Ram</a>",Trevor Story,12564,596115
Brandon Lockridge,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34774"">Free Agent</a>",Brandon Lockridge,21496,663604
Sal Frelick,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40298"">Continenta</a>",Sal Frelick,29622,686217
David Hamilton,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38344"">Free Agent</a>",David Hamilton,27531,666152
Ben Williamson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=43939"">Free Agent</a>",Ben Williamson,33197,810938
Spencer Torkelson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38320"">Mirkwood S</a>",Spencer Torkelson,27465,679529
Brooks Lee,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42146"">Free Agent</a>",Brooks Lee,31595,686797
Mike Yastrzemski,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18383"">Free Agent</a>",Mike Yastrzemski,14854,573262
Seiya Suzuki,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40927"">Naylor? I </a>",Seiya Suzuki,30116,673548
Logan O'Hoppe,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35181"">Free Agent</a>",Logan O'Hoppe,24729,681351
Willi Castro,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21708"">Smoking He</a>",Willi Castro,17338,650489
Andrew Benintendi,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18491"">Smoking He</a>",Andrew Benintendi,17901,643217
George Springer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18124"">Even Baked</a>",George Springer,12856,543807
Juan Soto,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23717"">The Sandma</a>",Juan Soto,20123,665742
Bo Bichette,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23767"">Logan &amp</a>",Bo Bichette,19612,666182
Nathan Church,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42145"">Free Agent</a>",Nathan Church,31357,701675
Adam Frazier,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19348"">Free Agent</a>",Adam Frazier,15223,624428
Samuel Basallo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=39288"">Smoking He</a>",Samuel Basallo,28824,694212
Jake Fraley,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31623"">Free Agent</a>",Jake Fraley,19260,641584
Austin Wells,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38317"">NTX Gambit</a>",Austin Wells,27562,669224
Salvador Perez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=8626"">Logan &amp</a>",Salvador Perez,7304,521692
Josh Naylor,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22655"">Naylor? I </a>",Josh Naylor,18839,647304
Ramón Urías,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=28514"">Free Agent</a>",Ramon Urias,18795,602104
Mark Vientos,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26857"">Free Agent</a>",Mark Vientos,22184,668901
Daniel Susac,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42178"">Free Agent</a>",Daniel Susac,31441,691740
Nasim Nuñez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37304"">Free Agent</a>",Nasim Nunez,25979,683083
Taylor Trammell,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23750"">Free Agent</a>",Taylor Trammell,19960,666211
Marcelo Mayer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40095"">The Big Lu</a>",Marcelo Mayer,29668,691785
Jonathan India,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33619"">Free Agent</a>",Jonathan India,21523,663697
Brenton Doyle,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36803"">Mirkwood S</a>",Brenton Doyle,25479,686668
Luis Campusano,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26404"">Free Agent</a>",Luis Campusano,22217,669134
Gabriel Moreno,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26134"">Hit the Kw</a>",Gabriel Moreno,22664,672515
Adrian Del Castillo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40238"">Free Agent</a>",Adrian Del Castillo,29554,680728
Miguel Amaya,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32321"">Free Agent</a>",Miguel Amaya,21693,665804
Alek Thomas,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33681"">Free Agent</a>",Alek Thomas,23792,677950
Konnor Griffin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=45769"">Apple Cinn</a>",Konnor Griffin,35376,804606
Griffin Conine,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35928"">Free Agent</a>",Griffin Conine,21626,665052
Dane Myers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31947"">Free Agent</a>",Dane Myers,22054,667472
Michael Conforto,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18365"">Free Agent</a>",Michael Conforto,16376,624424
Tristan Gray,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31567"">Free Agent</a>",Tristan Gray,19877,656484
Kyle Manzardo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40508"">Logan &amp</a>",Kyle Manzardo,29794,700932
Josh Lowe,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23752"">H-Town Ram</a>",Josh Lowe,19953,666139
Myles Straw,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22922"">Free Agent</a>",Myles Straw,17620,664702
Danny Jansen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19481"">Free Agent</a>",Danny Jansen,16535,643376
Matt Vierling,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33666"">Free Agent</a>",Matt Vierling,21558,663837
Dylan Beavers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42279"">Naylor? I </a>",Dylan Beavers,31695,687637
Marcell Ozuna,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=6130"">Free Agent</a>",Marcell Ozuna,10324,542303
Tyler Stephenson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22654"">Smoking He</a>",Tyler Stephenson,17988,663886
Vinnie Pasquantino,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37094"">Apple Cinn</a>",Vinnie Pasquantino,27676,686469
Jeremy Peña,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35939"">Hit the Kw</a>",Jeremy Pena,21636,665161
Bryson Stott,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37531"">NTX Gambit</a>",Bryson Stott,26294,681082
Josh Smith,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37960"">NTX Gambit</a>",Josh Smith,26396,669701
Cedric Mullins,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22616"">Free Agent</a>",Cedric Mullins,17929,656775
Connor Wong,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31713"">Free Agent</a>",Connor Wong,19896,657136
José Tena,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33812"">Free Agent</a>",Jose Tena,23691,677588
Jake Meyers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26783"">Free Agent</a>",Jake Meyers,20308,676694
Jake McCarthy,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34921"">Free Agent</a>",Jake McCarthy,21622,664983
Davis Schneider,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26734"">Free Agent</a>",Davis Schneider,23565,676914
Alex Freeland,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42713"">Free Agent</a>",Alex Freeland,31665,690976
Alex Call,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31855"">Free Agent</a>",Alex Call,19296,669743
TJ Friedl,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23788"">The Sandma</a>",TJ Friedl,19522,670770
Kody Clemens,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35487"">Free Agent</a>",Kody Clemens,20572,665019
Jake Cronenworth,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22004"">Logan &amp</a>",Jake Cronenworth,18036,630105
Jarren Duran,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33685"">Mirkwood S</a>",Jarren Duran,24617,680776
Tyler Freeman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26882"">Free Agent</a>",Tyler Freeman,22532,671289
Tristan Peters,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40807"">Free Agent</a>",Tristan Peters,30063,671976
Parker Meadows,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35450"">Free Agent</a>",Parker Meadows,23800,678009
Lane Thomas,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21041"">Free Agent</a>",Lane Thomas,16939,657041
Jorge Mateo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18507"">Free Agent</a>",Jorge Mateo,17273,622761
Ryan Kreidler,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37217"">Free Agent</a>",Ryan Kreidler,25867,668952
Michael Busch,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37841"">Even Baked</a>",Michael Busch,26319,683737
Luis Rengifo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20291"">Free Agent</a>",Luis Rengifo,19858,650859
Freddy Fermin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32711"">Free Agent</a>",Freddy Fermin,21840,666023
Jordan Lawlar,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40260"">Continenta</a>",Jordan Lawlar,29976,691783
Kyle Higashioka,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=9395"">Free Agent</a>",Kyle Higashioka,5517,543309
Tyler O'Neill,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19296"">Even Baked</a>",Tyler O'Neill,15711,641933
Yainer Diaz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26292"">H-Town Ram</a>",Yainer Diaz,23003,673237
Coby Mayo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38378"">Mirkwood S</a>",Coby Mayo,28312,691723
Mookie Betts,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18276"">Logan &amp</a>",Mookie Betts,13611,605141
Keibert Ruiz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22219"">Free Agent</a>",Keibert Ruiz,19610,660688
Pedro Pagés,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37035"">Free Agent</a>",Pedro Pages,25782,686780
Brent Rooker,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23793"">Even Baked</a>",Brent Rooker,19627,667670
Jorge Polanco,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=13217"">Naylor? I </a>",Jorge Polanco,13152,593871
Eloy Jiménez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21751"">Free Agent</a>",Eloy Jimenez,17484,650391
Brett Baty,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37181"">Free Agent</a>",Brett Baty,26123,683146
Luisangel Acuña,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36048"">Free Agent</a>",Luisangel Acuna,26548,682668
Isaac Collins,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36738"">Smoking He</a>",Isaac Collins,25477,686555
Zach McKinstry,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33147"">Free Agent</a>",Zach McKinstry,19392,656716
Brice Matthews,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44016"">Free Agent</a>",Brice Matthews,33280,694728
Heriberto Hernández,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33954"">Free Agent</a>",Heriberto Hernandez,24878,681715
Gabriel Arias,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26408"">Free Agent</a>",Gabriel Arias,22563,672356
Jared Young,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26976"">Free Agent</a>",Jared Young,20404,676724
Derek Hill,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18376"">Free Agent</a>",Derek Hill,16947,656537
Carlos Narváez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32084"">Free Agent</a>",Carlos Narvaez,19722,665966
Ty France,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23201"">Free Agent</a>",Ty France,17982,664034
Leo Rivas,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22233"">Free Agent</a>",Leo Rivas,21009,660844
MJ Melendez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26472"">Free Agent</a>",MJ Melendez,22197,669004
Henry Davis,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40052"">Free Agent</a>",Henry Davis,29617,680779
Will Benson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23632"">Free Agent</a>",Will Benson,21853,666181
José Fermín,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32308"">Free Agent</a>",Jose Fermin,21746,665877
Caleb Durbin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40398"">Hit the Kw</a>",Caleb Durbin,29646,702332
Brett Sullivan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21969"">Free Agent</a>",Brett Sullivan,18217,664954
Lenyn Sosa,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26411"">Free Agent</a>",Lenyn Sosa,22896,672820
Carson Benge,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=45947"">Naylor? I </a>",Carson Benge,35177,701807
Edmundo Sosa,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18890"">Free Agent</a>",Edmundo Sosa,17022,624641
Nathaniel Lowe,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32765"">Free Agent</a>",Nathaniel Lowe,19566,663993
Darell Hernaiz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37687"">Free Agent</a>",Darell Hernaiz,26224,687231
Victor Scott II,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42141"">Free Agent</a>",Victor Scott II,31349,687363
Paul Goldschmidt,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=4374"">Free Agent</a>",Paul Goldschmidt,9218,502671
Austin Hedges,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18207"">Free Agent</a>",Austin Hedges,12976,595978
Nick Loftin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38408"">Free Agent</a>",Nick Loftin,27630,679845
Ryan McMahon,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18328"">Free Agent</a>",Ryan McMahon,15112,641857
Taylor Walls,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31969"">Free Agent</a>",Taylor Walls,22458,670764
Andrew McCutchen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=3435"">Free Agent</a>",Andrew McCutchen,9847,457705
Michael Massey,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37098"">Free Agent</a>",Michael Massey,27684,686681
Sam Antonacci,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=45884"">Free Agent</a>",Sam Antonacci,35101,803011
Nathan Lukes,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22782"">Free Agent</a>",Nathan Lukes,18123,664770
James McCann,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18424"">Free Agent</a>",James McCann,12859,543510
Vaughn Grissom,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37320"">Free Agent</a>",Vaughn Grissom,26031,687093
Drew Gilbert,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42276"">Free Agent</a>",Drew Gilbert,31545,687551
Jonah Heim,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19360"">Free Agent</a>",Jonah Heim,16930,641680
Joey Ortiz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36743"">Free Agent</a>",Joey Ortiz,25493,687401
Graham Pauley,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42159"">Free Agent</a>",Graham Pauley,31363,688363
Dustin Harris,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36991"">Free Agent</a>",Dustin Harris,25705,687957
Edgar Quero,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38887"">Free Agent</a>",Edgar Quero,28022,700337
Blaze Alexander,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35300"">Free Agent</a>",Blaze Alexander,23789,677942
Andruw Monasterio,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21742"">Free Agent</a>",Andruw Monasterio,19455,655316
Jordan Beck,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42277"">The Sandma</a>",Jordan Beck,31431,687597
CJ Kayfus,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44348"">Free Agent</a>",CJ Kayfus,33704,692216
Hunter Feduccia,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35399"">Free Agent</a>",Hunter Feduccia,23372,676439
Tanner Murray,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40120"">Free Agent</a>",Tanner Murray,28848,695020
Ryan Vilade,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26562"">Free Agent</a>",Ryan Vilade,22165,668723
George Valera,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33605"">Free Agent</a>",George Valera,22541,671655
Austin Hays,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23805"">Free Agent</a>",Austin Hays,19363,669720
Eli White,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31423"">Free Agent</a>",Eli White,19346,642201
Tyrone Taylor,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18254"">Free Agent</a>",Tyrone Taylor,13675,621438
Juan Brito,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36665"">Free Agent</a>",Juan Brito,26693,682877
Thomas Saggese,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38402"">Free Agent</a>",Thomas Saggese,27883,695336
Bryce Johnson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26881"">Free Agent</a>",Bryce Johnson,20002,669369
Weston Wilson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31694"">Free Agent</a>",Weston Wilson,19358,642215
Jahmai Jones,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22689"">Free Agent</a>",Jahmai Jones,18872,663330
Joey Bart,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33613"">Free Agent</a>",Joey Bart,21524,663698
Nick Allen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26860"">Free Agent</a>",Nick Allen,22277,669397
Jared Triolo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36984"">Smoking He</a>",Jared Triolo,25807,669707
Tyler Heineman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=30520"">Free Agent</a>",Tyler Heineman,13897,623168
Denzel Clarke,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40562"">Free Agent</a>",Denzel Clarke,29858,672016
Drew Millas,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38375"">Free Agent</a>",Drew Millas,25643,686452
Kyle Stowers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37480"">H-Town Ram</a>",Kyle Stowers,26151,669065
Braxton Fulford,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40381"">Free Agent</a>",Braxton Fulford,29704,690924
Alejandro Kirk,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27207"">Naylor? I </a>",Alejandro Kirk,22581,672386
Luis Torrens,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19981"">Free Agent</a>",Luis Torrens,15905,620443
Ryan Mountcastle,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22670"">Free Agent</a>",Ryan Mountcastle,18373,663624
Alec Bohm,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33609"">Hit the Kw</a>",Alec Bohm,21618,664761
Blake Perkins,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22688"">Free Agent</a>",Blake Perkins,19921,663368
Reese McGuire,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18295"">Free Agent</a>",Reese McGuire,15674,624512
Colton Cowser,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=39978"">Free Agent</a>",Colton Cowser,29591,681297
Starling Marte,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=5025"">Free Agent</a>",Starling Marte,9241,516782
Felix Reyes,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=39264"">Free Agent</a>",Felix Reyes,28763,694025
Austin Slater,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23784"">Free Agent</a>",Austin Slater,16153,596103
Nick Castellanos,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=14914"">Naylor? I </a>",Nick Castellanos,11737,592206
Bo Naylor,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33676"">Free Agent</a>",Bo Naylor,21865,666310
Jerar Encarnacion,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33503"">Free Agent</a>",Jerar Encarnacion,21871,666464
Andrés Chaparro,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32087"">Free Agent</a>",Andres Chaparro,21797,665953
Isiah Kiner-Falefa,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=19368"">Free Agent</a>",Isiah Kiner-Falefa,16512,643396
Randal Grichuk,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=6320"">Free Agent</a>",Randal Grichuk,10243,545341
Elias Díaz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=9574"">Free Agent</a>",Elias Diaz,11680,553869
Tim Tawa,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40251"">Free Agent</a>",Tim Tawa,29571,694374
Billy Cook,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40286"">Free Agent</a>",Billy Cook,29573,695257
J.C. Escarra,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31440"">Free Agent</a>",J.C. Escarra,20084,641555
Brandon Valenzuela,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34005"">Free Agent</a>",Brandon Valenzuela,23813,678218
Shay Whitcomb,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38683"">Free Agent</a>",Shay Whitcomb,27789,694376
Leo Jiménez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34802"">Free Agent</a>",Leo Jimenez,23782,677870
Hao-Yu  Lee,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40817"">Free Agent</a>",Hao-Yu  Lee,30080,701678
Victor Robles,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18516"">Free Agent</a>",Victor Robles,18363,645302
Travis d'Arnaud,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=4980"">Free Agent</a>",Travis d'Arnaud,7739,518595
Kyle Farmer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=29790"">Free Agent</a>",Kyle Farmer,14813,571657
Santiago Espinal,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32722"">Free Agent</a>",Santiago Espinal,19997,669289
Deyvison De Los Santos,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38818"">Free Agent</a>",Deyvison De Los Santos,27969,691277
Patrick Bailey,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38321"">Free Agent</a>",Patrick Bailey,27478,672275
Jake Rogers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31755"">Free Agent</a>",Jake Rogers,19452,668670
P.J. Higgins,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22925"">Free Agent</a>",P.J. Higgins,18433,664731
Daniel Johnson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32628"">Free Agent</a>",Daniel Johnson,19643,669288
Mitch Garver,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23845"">Free Agent</a>",Mitch Garver,15161,641598
Pavin Smith,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23808"">Free Agent</a>",Pavin Smith,19892,656976
Ryan Ward,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37113"">Free Agent</a>",Ryan Ward,27449,669899
Sam Huff,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32653"">Free Agent</a>",Sam Huff,22209,669087
Jeimer Candelario,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23582"">Free Agent</a>",Jeimer Candelario,13621,600869
Rece Hinds,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37107"">Free Agent</a>",Rece Hinds,27493,677956
James Outman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35094"">Free Agent</a>",James Outman,24770,681546
Zack Gelof,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40456"">Apple Cinn</a>",Zack Gelof,29766,680869
Scott Kingery,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18509"">Free Agent</a>",Scott Kingery,17975,664068
Sam Haggerty,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22041"">Free Agent</a>",Sam Haggerty,18054,664059
Luke Williams,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22702"">Free Agent</a>",Luke Williams,19931,663897
Luis Matos,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36040"">Free Agent</a>",Luis Matos,26467,682641
Rob Refsnyder,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18345"">Free Agent</a>",Rob Refsnyder,13770,608701
Connor Joe,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20332"">Free Agent</a>",Connor Joe,16572,656582
Johnathan Rodríguez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26478"">Free Agent</a>",Johnathan Rodriguez,22530,671286
Jeferson Quero,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38989"">Free Agent</a>",Jeferson Quero,28272,691620
Ronny Mauricio,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33640"">Free Agent</a>",Ronny Mauricio,23698,677595
Andrew Vaughn,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37469"">Free Agent</a>",Andrew Vaughn,26197,683734
